"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/language/config/optional/tour.tour.language-edit.yml:0","<p>You cannot change the code of a language on the site, since it is used by the system to keep track of the language.</p>","<p>Das Sprachkürzel einer Sprache kann auf der Website nicht geändert werde, da es vom System zum Identifizieren der Sprache genutzt wird.</p>","","False","","",""
"modules/menu_ui/src/MenuForm.php:408","<q>Log in</q> for anonymous users","<q>Anmeldung</q> für Gäste","","False","","",""
"profiles/demo_umami/themes/umami/templates/content/node.html.twig:104","<span class=""by-author"">by @author_name</span> @created_date","<span class=""by-author"">von @author_name</span> @created_date","","False","","",""
"modules/layout_builder/src/Element/LayoutBuilder.php:378","<span class=""layout-builder__section-label"" aria-hidden=""true"">@section</span>","","","False","","",""
"modules/content_translation/src/Controller/ContentTranslationController.php:234","<strong>@language_name (Original language)</strong>","<strong>@language_name (Originalsprache)</strong>","","False","","",""
"modules/system/src/Controller/DbUpdateController.php:218","<strong>Back up your code</strong>. Hint: when backing up module code, do not leave that backup in the 'modules' or 'sites/*/modules' directories as this may confuse Drupal's auto-discovery mechanism.","<strong>Alle Dateien sichern</strong>. Hinweis: Backups von Modulcode nicht in den Verzeichnissen 'modules' oder 'sites/*/modules' speichern, denn diese würden Drupals Auto-Discovery-Mechanismus durcheinander bringen.","","False","","",""
"modules/system/src/Controller/DbUpdateController.php:224","<strong>Back up your database</strong>. This process will change your database values and in case of emergency you may need to revert to a backup.","<strong>Führen Sie eine Sicherung der Datenbank durch</strong>. Dieser Prozess ändert Ihre Datenbankwerte und im Notfall kann es erforderlich sein, zu einer Sicherung zurückzukehren.","","False","","",""
"modules/help/help.module:21","<strong>Configure your website</strong> Once logged in, visit the <a href="":admin"">Administration page</a>, where you may <a href="":config"">customize and configure</a> all aspects of your website.","<strong>Konfigurieren Sie Ihre Website</strong>: Nachdem Sie sich angemeldet haben, rufen Sie die <a href="":admin"">Verwaltungsseite</a> auf, wo Sie alle Aspekte Ihrer Website <a href="":config"">anpassen und konfigurieren</a> können.","","False","","",""
"modules/field/field.module:137","<strong>Entity Reference</strong> fields allow you to create fields that contain links to other entities (such as content items, taxonomy terms, etc.) within the site. This allows you, for example, to include a link to a user within a content item. For more information, see <a href="":er_do"">the online documentation for the Entity Reference module</a>.","Mit Hilfe von <strong>Entitätsreferenz</strong>-Feldern können Felder erzeugt werden, die Links zu anderen Entitäten innerhalb der Website (wie Inhaltselemente, Taxonomie-Begriffe, etc.) enthalten. Damit kann z. B. in einem Inhaltselement ein Link zu einem Benutzer hinzugefügt werden. Weitere Informationen finden sich in der <a href="":er_do"">Dokumentation des Entity Reference Moduls</a>.","","False","","",""
"modules/migrate_drupal_ui/src/Form/OverviewForm.php:53","<strong>If the old site has private files</strong>, a copy of its files directory must also be accessible on the host of this new site.","<strong>Wenn die alte Seite private Dateien hat</strong>, muss auch eine Kopie ihres Dateiverzeichnisses auf dem Host dieser neuen Website zugänglich sein.","","False","","",""
"modules/views/src/Plugin/views/row/EntityReference.php:40","<strong>Note:</strong> In 'Entity Reference' displays, all fields will be displayed inline unless an explicit selection of inline fields is made here.","<strong>Achtung:</strong> Solange in Entitätsreferenzanzeigen nicht für einzelne Felder festgelegt wurde, dass diese „inline“ angezeigt werden sollen, werden alle Felder „inline“ angezeigt.","","False","","",""
"modules/field/field.module:156","<strong>Number fields</strong>: When you add a number field you can choose from three types: <em>decimal</em>, <em>float</em>, and <em>integer</em>. The <em>decimal</em> number field type allows users to enter exact decimal values, with fixed numbers of decimal places. The <em>float</em> number field type allows users to enter approximate decimal values. The <em>integer</em> number field type allows users to enter whole numbers, such as years (for example, 2012) or values (for example, 1, 2, 5, 305). It does not allow decimals.","<strong>Nummernfelder</strong>: Wenn ein Feld hinzugefügt wird, dass eine Zahl enthält, kann aus drei Typen gewählt werden: <em>Dezimalzahl</em> <em>Fliesskommazahl</em> und <em>Ganzzahl</em>.Das Feld <em>Dezimalzahl</em> erlaubt die Eingabe von exakten Dezimalwerten mit einer festen Anzahl von Dezimalstellen. Der Typ <em>Fliesskommazahl</em> erlaubt die Eingabe von ungefähren Dezimalwerten. Der Typ <em>Ganzzahl</em> erlaubt die Eingabe von ganzen Zahlen wie beispielsweise Jahreszahlen (Zum Beispiel 2012) oder Werten (wie zum Beispiel 1,2,5 oder 305). Kommastellen sind in diesem Feld nicht erlaubt.","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:368","<sub>Sub</sub>scripted","<sub>Tief</sub>gestellt","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:367","<sup>Super</sup>scripted","<sup>Hoch</sup>gestellt","","False","","",""
"lib/Drupal/Core/Installer/Exception/AlreadyInstalledException.php:22","<ul>
<li>To start over, you must empty your existing database and copy <em>default.settings.php</em> over <em>settings.php</em>.</li>
<li>To upgrade an existing installation, proceed to the <a href="":update-url"">update script</a>.</li>
<li>View your <a href="":base-url"">existing site</a>.</li>
</ul>","<ul>
<li>Um erneut zu beginnen, müssen Sie Ihre existierende Datenbank löschen. Duplizieren Sie die <em>default.settings.php</em> und benennen Sie sie in <em>settings.php</em> um.</li>
<li>Für ein Upgrade einer bereits existierenden Installation, verwenden Sie das <a href="":update-url"">Update-Skript</a>.</li>
<li>Zu Ihrer <a href="":base-url"">Website</a>.</li>
</ul>","","False","","",""
"modules/views/src/Plugin/views/filter/StringFilter.php:104","'='","","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:885","'@argument title'","'@argument Titel'","","False","","",""
"lib/Drupal/Core/FileTransfer/Form/FileTransferAuthorizeForm.php:125","'@backend connection settings'","'@backend Verbindungseinstellungen'","","False","","",""
"modules/layout_builder/src/Entity/LayoutBuilderEntityViewDisplay.php:377","'@bundle @label'","","","False","","",""
"modules/content_moderation/src/Plugin/Action/ModerationOptOutPublish.php:89","'@bundle @label were skipped as they are under moderation and may not be directly published.'","'@bundle @label wurden übersprungen da diese moderiert werden und unter Umständen nicht direkt veröffentlicht werden können.'","","False","","",""
"modules/views/src/Plugin/views/display/Block.php:308","'@count (default setting)'","'@count (Standard-Einstellung)'","","False","","",""
"lib/Drupal/Core/Entity/EntityType.php:822","'@count @label'","","","False","Entity type label","",""
"modules/config/src/Form/ConfigSync.php:289","'@count changed'","'@count geändert'","","False","","",""
"modules/comment/src/Form/ConfirmDeleteMultiple.php:40","'@count comment has not been deleted because you do not have the necessary permissions.'","'@count Kommentar wurde nicht gelöscht, weil die nötige Berechtigung fehlt.'","","False","","",""
"lib/Drupal/Core/Entity/Form/DeleteMultipleForm.php:320","'@count item has not been deleted because you do not have the necessary permissions.'","'@count Eintrag wurde nicht gelöscht, weil Sie nicht über die nötige Berechtigung verfügen.'","","False","","",""
"modules/views/src/Plugin/views/pager/Some.php:23","'@count item, skip @skip'","'@count Element, überspringe @skip'","","False","","",""
"modules/config/src/Form/ConfigSync.php:285","'@count new'","'@count neu'","","False","","",""
"modules/config/src/Form/ConfigSync.php:293","'@count removed'","'@count entfernt'","","False","","",""
"lib/Drupal/Core/File/FileSystem.php:763","'@dir can not be opened'","'@dir kann nicht geöffnet werden'","","False","","",""
"lib/Drupal/Core/Entity/EntityDisplayBase.php:508","'@display '@id': Component '@name' was disabled because its settings depend on removed dependencies.'","'@display '@id': Die Komponente '@name'"" wurde deaktiviert, weil die für diese Komponente vorgenommen Einstellungen mit Abhängigkeiten verknüpft sind, die entfernt wurden.'","","False","","",""
"modules/migrate_drupal_ui/src/Form/CredentialForm.php:139","'@driver_name settings'","'@driver_name Einstellungen'","","False","","",""
"includes/install.core.inc:2185","'@drupal requires read permissions to %file at all times. The <a href="":handbook_url"">webhosting issues</a> documentation section offers help on this and other topics.'","'@drupal benötigt dauerhaften Zugriff auf %file. Der Abschnitt <a href="":handbook_url"">Webhosting-Probleme</a> der Dokumentation bietet Unterstützung zu diesem und anderen Themen.'","","False","","",""
"modules/views/views.views.inc:818","'@entity using @field_name'","'@entity verwendet @field_name'","","False","","",""
"modules/views/src/EntityViewsData.php:242;262;336","'@entity_type revision'","Revision @entity_type","","False","","",""
"modules/views/src/EntityViewsData.php:252","'@entity_type revisions'","'@entity_type Revisionen'","","False","","",""
"lib/Drupal/Core/Entity/Plugin/Derivative/DefaultSelectionDeriver.php:61","'@entity_type selection'","'@entity_type Auswahl'","","False","","",""
"modules/views/views.views.inc:802","'@field_name: @label'","","","False","","",""
"modules/views/views.views.inc:520;550;636","'@group (historical data)'","'@group (Historische Daten)'","","False","","",""
"modules/views/views.views.inc:554","'@group (historical data): @field'","'@group (Historische Daten): @field'","","False","","",""
"modules/views/views.views.inc:544;667","'@group: @field'","","","False","","",""
"modules/migrate_drupal/src/Plugin/migrate/EntityReferenceTranslationDeriver.php:115","'@label (@derivative)'","","","False","","",""
"modules/config/src/Form/ConfigSingleExportForm.php:181","'@label (@id)'","","","False","","",""
"modules/views/views.views.inc:619;657","'@label (@name)'","","","False","","",""
"modules/views/views.views.inc:623;660","'@label (@name:@column)'","","","False","","",""
"modules/content_translation/content_translation.admin.inc:114","'@label (Translation is not supported).'","'@label (Übersetzung wird nicht unterstützt).'","","False","","",""
"modules/block/block.post_update.php:61","'@label (Visibility: @plugin_ids)'","'@label (Sichtbarkeit: @plugin_ids)'","","False","","",""
"modules/layout_builder/src/Form/MoveBlockForm.php:203","'@label (current)'","","","False","","",""
"modules/block/src/BlockListBuilder.php:277","'@label (disabled)'","'@label (deaktiviert)'","","False","","",""
"modules/media_library/src/Plugin/Field/FieldWidget/MediaLibraryWidget.php:685","'@label has been removed.'","","","False","","",""
